no_indicacao;autor;uo_sigla;ano;tipo_de_indicacao;objeto;funcao_descricao;municipio;nome_do_beneficiario;no_instrumento;valor_indicado;valor_utilizado;valor_empenhado;valor_pago;status
164074;LELECO PIMENTEL;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Equipamentos para Cozinha Industrial;DIREITOS DA CIDADANIA;TAIOBEIRAS;ASSOCIAÇÃO DOS AGRICULTORES RURAIS DA COMUNIDADE DE LANDIM;;60000,0;0,0;0,0;0,0;Reprovado
165649;LELECO PIMENTEL;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;URUCANIA;MUNICIPIO DE URUCANIA;0016/2025;67500,0;67500,0;67500,0;67500,0;Pago Total
167248;BOSCO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PERDIZES;MUNICIPIO DE PERDIZES;0016/2025;400000,0;400000,0;400000,0;400000,0;Pago Total
164392;MARQUINHO LEMOS;FES;2025;RESOLUÇÃO SES;Equipamentos e Materiais Permanentes;SAÚDE;SENADOR FIRMINO;FUNDO MUNICIPAL DE SAUDE DE SENADOR FIRMINO;010098/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
158259;BLOCO AVANCA MINAS;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;MOEMA;MUNICIPIO DE MOEMA;0016/2025;121660,0;121660,0;121660,0;121660,0;Pago Total
168922;DUARTE BECHIR;FES;2025;RESOLUÇÃO SES;Veículo Minivan (mínimo 7 lugares);SAÚDE;BOM JARDIM DE MINAS;FUNDO MUNICIPAL DE SAUDE DE BOM JARDIM DE MINAS;010088/2025;150000,0;150000,0;150000,0;150000,0;Pago Total
160657;DOUGLAS MELO;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;SETE LAGOAS;FUNDO MUNICIPAL DE SAUDE;010163/2025;540000,0;540000,0;540000,0;540000,0;Pago Total
168440;GUSTAVO SANTANA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;ALMENARA;MUNICIPIO DE ALMENARA;0016/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
173995;ZÉ LAVIOLA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;FREI INOCENCIO;MUNICIPIO DE FREI INOCENCIO;;100000,0;0,0;0,0;0,0;Reprovado
159402;VITÓRIO JÚNIOR;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;JABOTICATUBAS;MUNICIPIO DE JABOTICATUBAS;0016/2025;169920,0;169920,0;169920,0;169920,0;Pago Total
160979;HELY TARQUINIO;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;PARACATU;FUNDO MUNICIPAL DE SAUDE;010092/2025;973000,0;973000,0;973000,0;973000,0;Pago Total
166669;CORONEL HENRIQUE;EMATER;2025;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;Kit Inseminação Artificial em bovinos;AGRICULTURA;CARANAIBA;MUNICIPIO DE CARANAIBA;;10000,0;10000,0;9625,4;9625,4;Pago Total
166633;LENINHA;EMATER;2025;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;Tenda Piramidal 10 x 10;AGRICULTURA;OLHOS D'AGUA;PREFEITURA MUNICIPAL DE OLHOS DÁGUA;;20000,0;20000,0;20000,0;20000,0;Pago Total
168266;ANTONIO CARLOS ARANTES;PMMG;2025;EXECUÇÃO DIRETA;Equipamentos e bens permanentes;SEGURANÇA PÚBLICA;SAO SEBASTIAO DO PARAISO;43º BPM - São Sebastião do Paraíso;;50000,0;50000,0;43590,0;2176,0;Pago Parcial
159123;BLOCO AVANCA MINAS;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PEDRA DO INDAIA;MUNICIPIO DE PEDRA DO INDAIA;0016/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
162416;PROFESSOR CLEITON;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;JACUI;FUNDO MUNICIPAL DE SAÚDE DE JACUI;010092/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
166785;CAPOREZZO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PEDRALVA;MUNICIPIO DE PEDRALVA;0016/2025;18000,0;18000,0;18000,0;18000,0;Pago Total
167219;BLOCO DEMOCRACIA E LUTA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;CORONEL MURTA;MUNICIPIO DE CORONEL MURTA;0016/2025;1000000,0;1000000,0;1000000,0;1000000,0;Pago Total
167401;GIL PEREIRA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;BUENOPOLIS;MUNICIPIO DE BUENOPOLIS;0016/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
166076;LOHANNA;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;CONSELHEIRO LAFAIETE;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CONSELHEIRO LAFAIETE - MG;010122/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
162253;BLOCO AVANCA MINAS;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PONTO DOS VOLANTES;MUNICIPIO DE PONTO DOS VOLANTES;0016/2025;150000,0;150000,0;150000,0;150000,0;Pago Total
159409;HELY TARQUINIO;PCMG;2025;EXECUÇÃO DIRETA;Sistema de refrigeração do IML;SEGURANÇA PÚBLICA;A SER DEFINIDO PELO ÓRGÃO;A SER DEFINIDO PELO ÓRGÃO;;520000,0;0,0;0,0;0,0;Reprovado
159445;BLOCO AVANCA MINAS;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;MONTE BELO;MUNICIPIO DE MONTE BELO;0016/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
167281;CASSIO SOARES;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;SANTA RITA DO SAPUCAI;MUNICIPIO DE SANTA RITA DO SAPUCAI;0016/2025;400000,0;400000,0;400000,0;400000,0;Pago Total
160087;BLOCO AVANCA MINAS;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamento e Mobiliário;EDUCAÇÃO;ITABIRITO;EE DOUTOR RAUL SOARES;1055296;100000,0;100000,0;100000,0;100000,0;Pago Total
162283;DOORGAL ANDRADA;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;PAPAGAIOS;FUNDO MUNICIPAL DE SAUDE DE PAPAGAIOS;010092/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
162550;MARIO HENRIQUE CAIXA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PASSA TEMPO;MUNICIPIO DE PASSA TEMPO;0016/2025;60000,0;60000,0;60000,0;60000,0;Pago Total
159131;BLOCO AVANCA MINAS;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;SANTO ANTONIO DO MONTE;MUNICIPIO DE SANTO ANTONIO DO MONTE;0016/2025;10000,0;10000,0;10000,0;10000,0;Pago Total
165640;ANA PAULA SIQUEIRA;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Apoio - Entidade Social;ADMINISTRAÇÃO;CHAPADA DO NORTE;ASSOCIACAO CHAPADENSE DE ASSISTENCIA AS NECESSIDADES DO TRABALHADOR E DA INFANCIA;;100000,0;0,0;0,0;0,0;Reprovado
164708;JOAO MAGALHAES;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;MANHUMIRIM;MUNICIPIO DE MANHUMIRIM;0016/2025;258000,0;258000,0;258000,0;258000,0;Pago Total
164139;CARLOS HENRIQUE;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamento e Mobiliário;EDUCAÇÃO;SANTO ANTONIO DO JACINTO;EE CLEMENTE DA ROCHA BANDEIRA;;100000,0;0,0;0,0;0,0;Reprovado
165027;PROFESSOR WENDEL MESQUITA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PALMOPOLIS;MUNICIPIO DE PALMOPOLIS;0016/2025;140000,0;140000,0;140000,0;140000,0;Pago Total
166000;JOAO MAGALHAES;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;SAO JOAO DO MANHUACU;FUNDO MUNICIPAL DE SAUDE;010092/2025;500000,0;500000,0;500000,0;500000,0;Pago Total
164700;CRISTIANO SILVEIRA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;VICOSA;MUNICIPIO DE VICOSA;0016/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
160055;LUD FALCÃO;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;PERDIZES;FUNDO MUNICIPAL DE SAUDE - FMS;010063/2025;83953,0;83953,0;83953,0;83953,0;Pago Total
160804;BLOCO MINAS EM FRENTE;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Manutenção e Conservação Predial;EDUCAÇÃO;CAMBUI;EE PROFESSORA MARIA DA CONCEIÇÃO MORAES;1054653;142320,0;142320,0;142320,0;142320,0;Pago Total
158299;BIM DA AMBULÂNCIA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;JAMPRUCA;MUNICIPIO DE JAMPRUCA;0016/2025;39000,0;39000,0;39000,0;39000,0;Pago Total
164231;CAPOREZZO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;JUIZ DE FORA;MUNICIPIO DE JUIZ DE FORA;0016/2025;140000,0;140000,0;140000,0;140000,0;Pago Total
163209;TITO TORRES;FES;2025;RESOLUÇÃO SES;Veículo Minivan (mínimo 7 lugares);SAÚDE;ALVINOPOLIS;FUNDO MUNICIPAL DE SAUDE - ALVINOPOLIS;010088/2025;150000,0;150000,0;150000,0;150000,0;Pago Total
166007;JOAO MAGALHAES;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;SAO JOAO DO MANHUACU;MUNICIPIO DE SAO JOAO DO MANHUACU;0016/2025;150000,0;150000,0;150000,0;150000,0;Pago Total
167080;DELEGADA SHEILA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;EWBANK DA CAMARA;PREFEITURA MUNICIPAL DE EWBANK DA CÂMARA;0016/2025;175000,0;175000,0;175000,0;175000,0;Pago Total
168766;BLOCO MINAS EM FRENTE;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;IPUIUNA;MUNICIPIO DE IPUIUNA;0016/2025;500000,0;500000,0;500000,0;500000,0;Pago Total
167370;CASSIO SOARES;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PIUMHI;MUNICIPIO DE PIUMHI;0016/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
162865;JOÃO JÚNIOR;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;CARMESIA;MUNICIPIO DE CARMESIA;0016/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
166508;LENINHA;EMATER;2025;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;Kit sementes hortaliças;AGRICULTURA;BOCAIUVA;MUNICIPIO DE BOCAIUVA;;6000,0;6000,0;6000,0;6000,0;Pago Total
168913;ANA PAULA SIQUEIRA;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Não há;ADMINISTRAÇÃO;CRUCILANDIA;ASSOCIACAO DOS PROTETORES DAS PESSOAS CARENTES;1481000647/2025;10000,0;10000,0;10000,0;10000,0;Pago Total
158909;CORONEL SANDRO;SEGOV;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Veículo Passeio (5 lugares);ADMINISTRAÇÃO;ACUCENA;ARTE E VIDA ASSOCIACAO DE ARTESANATO;1491000219/2025;74210,47;74210,47;74210,47;74210,47;Pago Total
158638;ALÊ PORTELA;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Não há;ADMINISTRAÇÃO;JUATUBA;ASSOCIACAO JUATUBA-TRANSPARENTE-ONG;1481000614/2025;91000,0;90210,08;90210,08;90210,08;Pago Total
158898;CARLOS HENRIQUE;SEAPA;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Trator de pequeno porte;AGRICULTURA;RUBIM;MUNICIPIO DE RUBIM;1231000043/2025;100000,0;96675,24;96675,24;96675,24;Pago Total
158665;ALÊ PORTELA;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Veículo Passeio (5 lugares);ADMINISTRAÇÃO;UBERLANDIA;CEAMI - REABILITACAO PARA A VIDA;1481000174/2025;75000,0;74900,0;74900,0;74900,0;Pago Total
158688;ADRIANO ALVARENGA;SEMAD;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Não há;GESTÃO AMBIENTAL;MANHUMIRIM;MUNICIPIO DE MANHUMIRIM;1371000500/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
160083;BLOCO AVANCA MINAS;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;MORADA NOVA DE MINAS;MUNICIPIO DE MORADA NOVA DE MINAS;0016/2025;30000,0;30000,0;30000,0;30000,0;Pago Total
167842;GIL PEREIRA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PATIS;MUNICIPIO DE PATIS;0016/2025;75000,0;75000,0;75000,0;75000,0;Pago Total
158591;BLOCO AVANCA MINAS;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;PLANURA;FUNDO MUNICIPAL DE SAUDE DE PLANURA;010049/2025;236047,0;236047,0;236047,0;236047,0;Pago Total
160097;BLOCO DEMOCRACIA E LUTA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;GUARANESIA;MUNICIPIO DE GUARANESIA;0016/2025;41400,0;41400,0;41400,0;41400,0;Pago Total
168520;ELISMAR PRADO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;SANTA VITORIA;MUNICIPIO DE SANTA VITORIA;0016/2025;500000,0;500000,0;500000,0;500000,0;Pago Total
159423;VITÓRIO JÚNIOR;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;MESQUITA;MUNICIPIO DE MESQUITA;0016/2025;70000,0;70000,0;70000,0;70000,0;Pago Total
167704;MARIO HENRIQUE CAIXA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;SANTA LUZIA;MUNICIPIO DE SANTA LUZIA;0016/2025;120000,0;120000,0;120000,0;120000,0;Pago Total
158280;BIM DA AMBULÂNCIA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;MEDINA;MUNICIPIO DE MEDINA;0016/2025;84000,0;84000,0;84000,0;84000,0;Pago Total
164621;CHIARA BIONDINI;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;DIAMANTINA;IRMANDADE DE NOSSA SENHORA DA SAUDE;;200000,0;0,0;0,0;0,0;Reprovado
163590;PROFESSOR WENDEL MESQUITA;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;RAPOSOS;FUNDO MUNICIPAL DE SAUDE;010092/2025;117709,0;117709,0;117709,0;117709,0;Pago Total
159948;ANDREIA DE JESUS;FES;2025;RESOLUÇÃO SES;Equipamento e Mobiliário;SAÚDE;ALFENAS;CASA DE CARIDADE DE ALFENAS N S P SOCORRO;010136/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
168336;LUD FALCÃO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;BURITIS;MUNICIPIO DE BURITIS;0016/2025;500000,0;500000,0;500000,0;500000,0;Pago Total
167725;MARLI RIBEIRO;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;CARMO DO PARANAIBA;FUNDO MUNICIPAL DE SAUDE DE CARMO DO PARANAIBA - MG;010092/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
158937;VITÓRIO JÚNIOR;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;BELO HORIZONTE;ASSOCIACAO EVANGELICA BENEFICENTE DE MINAS GERAIS;010064/2025;400000,0;400000,0;400000,0;400000,0;Pago Total
161380;DOUTOR WILSON BATISTA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;DIVINESIA;MUNICIPIO DE DIVINESIA;0016/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
167643;DUARTE BECHIR;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;MARMELOPOLIS;MUNICIPIO DE MARMELOPOLIS;0016/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
161020;BLOCO MINAS EM FRENTE;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Projeto Pedagogico - Formatura ;EDUCAÇÃO;BELO HORIZONTE;EE PROFESSORA BENVINDA DE CARVALHO;1054895;70000,0;70000,0;70000,0;70000,0;Pago Total
166270;DELEGADO CHRISTIANO XAVIER;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Contratação - Não há;ADMINISTRAÇÃO;CONTAGEM;ASSOCIACAO COMUNITARIA SHEKINAH;1481000982/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
179956;MARQUINHO LEMOS;SECULT;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Consumo - Não há;CULTURA;MONTES CLAROS;CENTRO DE REFERENCIA DOS CULTOS AFRO - BRASILEIRO DO NORTE DE MINAS;1271001779/2025;50000,0;50000,0;50000,0;50000,0;Pago Total
160952;ZÉ GUILHERME;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Apoio - Não há;ADMINISTRAÇÃO;FORMIGA;ASSOCIACAO DE AUXILIO AO DEFICIENTE FISICO;1481000675/2025;100000,0;99984,6;99984,6;99984,6;Pago Total
161107;OSCAR TEIXEIRA;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Contratação - Não há;ADMINISTRAÇÃO;MONTES CLAROS;ESQUADRAO DA VIDA DE MONTES CLAROS;1481000619/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
168072;ZÉ LAVIOLA;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;REFORMA OU OBRA - Reforma - Unidade Assistencial;ADMINISTRAÇÃO;DELFINOPOLIS;ASSOCIACAO CASA DA CRIANCA DELFINOPOLIS;1481000612/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
159653;HELY TARQUINIO;SEAPA;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Equipamento Agropecuário;AGRICULTURA;RIACHINHO;ASSOCIACAO COMUNITARIA DE MORADORES PEQUENOS E MEDIOS PRODUTORES DO POVOADO DE BURITIZEIRO MUNICIPIO DE RIACHINHO-ACMPMPBR;1231000507/2025;500000,0;499983,85;499983,85;499983,85;Pago Total
167374;DOORGAL ANDRADA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;MONTE SIAO;MUNICIPIO DE MONTE SIAO;0016/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
167602;MARQUINHO LEMOS;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;TRES CORACOES;MUNICIPIO DE TRES CORACOES;0016/2025;42368,0;42368,0;42368,0;42368,0;Pago Total
161393;CHIARA BIONDINI;CBMMG;2025;EXECUÇÃO DIRETA;Kit Modernização de Viaturas de Combate a Incêndio;SEGURANÇA PÚBLICA;POCOS DE CALDAS;6º Comando Operacional;;150000,0;150000,0;150000,0;0,0;Empenhado
168241;RAUL BELÉM;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;CONCEICAO DAS ALAGOAS;MUNICIPIO DE CONCEICAO DAS ALAGOAS;0016/2025;132000,0;132000,0;132000,0;132000,0;Pago Total
159539;LUIZINHO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;ARCEBURGO;MUNICIPIO DE ARCEBURGO;0016/2025;74680,0;74680,0;74680,0;74680,0;Pago Total
164012;TITO TORRES;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;BELO HORIZONTE;FUNDACAO HOSPITALAR SAO FRANCISCO DE ASSIS - FHSFA;010091/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
161198;DOUTOR PAULO;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Manutenção e Conservação Predial;EDUCAÇÃO;POUSO ALEGRE;EE PRESIDENTE ARTHUR DA COSTA E SILVA;1054662;100000,0;100000,0;100000,0;100000,0;Pago Total
164055;TADEU MARTINS LEITE;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamentos para climatização (ar condicionado);EDUCAÇÃO;JAIBA;EE DO POVOADO FRENTE TRÊS;1055339;100000,0;100000,0;100000,0;100000,0;Pago Total
161680;BLOCO AVANCA MINAS;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Projeto Pedagogico - Promoção aos Jogos Escolares;EDUCAÇÃO;PIAU;EE SÃO PEDRO;1054853;50000,0;50000,0;50000,0;50000,0;Pago Total
166203;RODRIGO LOPES;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;NOVA RESENDE;MUNICIPIO DE NOVA RESENDE;0016/2025;500000,0;500000,0;500000,0;500000,0;Pago Total
164095;CRISTIANO SILVEIRA;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;MUTUM;FUNDO MUNICIPAL DE SAUDE DE MUTUM;010088/2025;83953,0;83953,0;83953,0;83953,0;Pago Total
158129;ROBERTO ANDRADE;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;SAO GERALDO;MUNICIPIO DE SAO GERALDO;0016/2025;150000,0;150000,0;150000,0;150000,0;Pago Total
165157;LUCAS LASMAR;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;JOAO MONLEVADE;FUNDO MUNICIPAL DE SAUDE;010092/2025;220000,0;220000,0;220000,0;220000,0;Pago Total
161175;ARLEN SANTIAGO;UNIMONTES;2025;EXECUÇÃO DIRETA;Custeio;EDUCAÇÃO;MONTES CLAROS;UNIMONTES - SEDE;;300000,0;300000,0;300000,0;280800,0;Pago Parcial
160225;BLOCO DEMOCRACIA E LUTA;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Projeto Pedagogico - Aprendizado Além dos Muros ;EDUCAÇÃO;DORES DE GUANHAES;EE PADRE SÉRGIO RIBEIRO DOS SANTOS;;128380,0;0,0;0,0;0,0;Reprovado
162185;LEANDRO GENARO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;TUMIRITINGA;MUNICIPIO DE TUMIRITINGA;0016/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
166216;NAYARA ROCHA;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Não há;DESPORTO E LAZER;VESPASIANO;ASSOCIACAO ATLETICA ALFACE;1481000595/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
168931;DELEGADO CHRISTIANO XAVIER;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Consumo - Não há;DESPORTO E LAZER;BETIM;INSTITUTO SOCIAL PROSPERAR;1481000852/2025;50000,0;25000,0;25000,0;25000,0;Pago Total
162572;BEATRIZ CERQUEIRA;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamento e Mobiliário;EDUCAÇÃO;BONFIM;EE MELO VIANA;1055048;100000,0;100000,0;100000,0;100000,0;Pago Total
161024;BLOCO MINAS EM FRENTE;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Projeto Pedagogico - Formatura ;EDUCAÇÃO;BELO HORIZONTE;EE PROFESSOR HÍLTON ROCHA;1054885;50000,0;50000,0;50000,0;50000,0;Pago Total
157401;ENES CÂNDIDO;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;SENHORA DO PORTO;FUNDO MUNICIPAL DE SAÚDE DE SENHORA DO PORTO;010049/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
165806;LOHANNA;FES;2025;RESOLUÇÃO SES;Veículo Minivan (mínimo 7 lugares);SAÚDE;SANTA CRUZ DE MINAS;FUNDO MUNICIPAL DE SAUDE DE SANTA CRUZ DE MINAS;010088/2025;150000,0;150000,0;150000,0;150000,0;Pago Total
168594;CASSIO SOARES;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;TEOFILO OTONI;ASSOCIACAO HOSPITALAR SANTA ROSALIA;010091/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
161729;LELECO PIMENTEL;FES;2025;RESOLUÇÃO SES;Aparelho de Anestesia;SAÚDE;PERDOES;SANTA CASA DE MISERICORDIA DE PERDOES;010186/2025;177236,0;177236,0;177236,0;177236,0;Pago Total
158739;BLOCO AVANCA MINAS;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamento e Mobiliário;EDUCAÇÃO;BRASILANDIA DE MINAS;EE ALMINDA ALVES DA SILVA;1055252;100000,0;100000,0;100000,0;100000,0;Pago Total
166573;ZÉ LAVIOLA;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;MANTENA;HOSPITAL EVANGELICO DE MANTENA;010091/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
168178;LUD FALCÃO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;UNAI;MUNICIPIO DE UNAI;0016/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
163658;PROFESSOR WENDEL MESQUITA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;CLAUDIO;MUNICIPIO DE CLAUDIO;0016/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
160676;BLOCO MINAS EM FRENTE;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamento e Mobiliário;EDUCAÇÃO;PASSOS;EE NECA QUIRINO;1055364;100000,0;100000,0;100000,0;100000,0;Pago Total
158349;ALENCAR DA SILVEIRA JR.;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;FREI GASPAR;FUNDO MUNICIPAL DE SAUDE;010049/2025;240000,0;240000,0;240000,0;240000,0;Pago Total
